MisconceptionId,MisconceptionName
2404,"When using the capture-recapture method of sampling, believes you multiply the number marked first by the number marked second to get the best estimate of population size"
2405,Arithmetic error when dividing by 8
2406,"When multiplying a fraction by an integer, believes the integer will become the denominator of the fraction"
2407,Believes an arithmetic sequence can have a common second difference rather than first difference
2408,Does not realise that subtracting a larger number will give a smaller answer
2409,Believes you place the digits next to each other for a multiplication sample space diagram
2410,Believes an outlier has to be a whole number
2411,"When multiplying large numbers, splits numbers into addends rather than factors"
2412,Does not understand which place value is the one that determines if a number rounds up or down
2413,"When finding the value of a number given in roman numerals, adds the value of all letters together without considering the position of the letter."
2414,Believes a variable must remain unknown and cannot be substituted with a value
2415,Thinks that square root is found by dividing by 4
2416,Finds the difference in a coordinate pair rather than the midpoint
2417,Does not use the associative property of multiplication to find other factors of a number
2418,Believes the universal set symbol means any elements not within a circle. 
2419,Combines digits instead of applying the mathematical function
2420,Thinks direct proportion rules apply to inverse proportion problems
2421,Believes a rectangle has one pair of equal sides
2422,Tries to add or subtract unlike terms
2423,Confuses isosceles and scalene triangles
2424,Believes a line segment can be opposite an axis
2425,"Believes both solutions of a quadratic will have the same absolute value, even when the graph is not symmetrical about the y axis"
2426,When finding the median from a even dataset does not understand we must find the midpoint of the two values in the middle
2427,Does not divide by 2 when finding midpoint
2428,"When drawing bar diagram for ratio, shows the total amount as the total of one side"
2429,Believes finding a fraction of an amount means multiplying by the denominator
2430,Does not consider fractional parts when solving proportion problems
2431,"When two digits multiply to 10 or more during a multiplication problem, does not add one to the preceding digit"
2432,Does not know the properties of a parallelogram
2433,Does not know how to calculate with exchange rates
2434,Ignores position/value of midpoint when trying to label a point on scale
2435,Reads one point on a time series graph instead of all the values from a given time period
2436,Believes the solutions of a quadratic equation are the constants in the factorised form
2437,Believes a downward slope on a distance-time graph means travelling away
2438,Does not copy a given method accurately
2439,Does not understand that removing an outlier will impact the range
2440,Finds the circumference instead of the area
2441,Thinks multiplying by a number is the same as raising to the power of that number
2442,"When calculating a scale factor, multiplies instead of dividing."
2443,Thinks y = ? is the x axis
2444,"When converting compound measures into different units, thinks you multiply when the unit of the divisor has become smaller"
2445,Mixes up squaring and addition
2446,Believes the difference between triangle numbers decreases by 1 each time
2447,Believes the reciprocal button writes a fraction
2448,Cannot evaluate if an estimate is an underestimate or overestimate
2449,Done a different calculation to the one given
2450,Does not half sum of parallel sides when finding area of a trapezium
2451,When multiplying a vector by an integer does not multiply all parts of the vector
2452,Believes a parallelogram has one pair of equal sides
2453,Believes particular is the term used to describe two lines at right angles
2454,Confuses corresponding and alternate angles
2455,Tries to apply sohcahtoa to a non right angled triangle
2456,Finds the mode rather than the range
2457,"When asked for the mean of a list of data, gives the median"
2458,Multiplies by the denominator instead of dividing when finding a fraction of an amount
2459,Believes alternate angles sum to 180 degrees
2460,Does not recognise an example of the angles in same segment theorem
2461,"Believes that the larger the dividend, the smaller the answer."
2462,Confuses the position of the median with its value
2463,"When multiplying an integer by a fraction, believes the numerator of the fraction will become the denominator"
2464,"Believes the sides of a rectangle must be horizontal and vertical, not diagonal"
2465,Believes reflection in y = -x changes sign of x coordinate only
2466,Uses tan when sin is required
2467,Does not know the meaning of the word equidistant 
2468,Does not know that three quarters of a turn is 270 degrees
2469,Believes a negative number can be replaced with its positive equivalent when answering an addition problem from a numberline
2470,Believes the mode is the most common frequency rather than the highest frequency
2471,Believes the range is largest add smallest
2472,Does not know how to find the next term in a sequence
2473,Has cubed the base number and the power
2474,Confuses the square root of the radius with the radius squared in the equation of a circle
2475,"When finding the nth term rule for a quadratic sequence, believes they only need to use the first term to calculate the coefficient of n "
2476,Does not write the place holder zero when doing column multiplication
2477,Thinks there are 30 seconds in a minute
2478,Thinks the plan view is from the side of the shape
2479,"When factorising into double brackets, believes the product of the constants in the brackets is of the opposite sign to the constant in the expanded equation."
2480,Thinks powers with different bases cannot be equal
2481,"When multiplying decimals, divides by the wrong power of 10 when reinserting the decimal"
2482,Has written something to the power of 1 as 0.1
2483,Believes that a negative sign in the base of a power means you need to find the reciprocal 
2484,"When converting from an improper fraction to a mixed number, just writes the tens digit as the number of wholes"
2485,"Thinks that times just before midnight are ""am"" times"
2486,Identifies the wrong two angles as base angles of an isosceles
2487,Changes the given operation when substituting
2488,Answers order of operations questions with brackets as if the brackets are not there
2489,Thinks cube numbers are triangular numbers
2490,Assumes Pythagoras' theorem doesn't work if they can spot a pattern between the side lengths
2491,"Thinks that in the equation x=a, a is the gradient"
2492,Confuses rest and movement on a distance time graph
2493,Does not know the properties of a rhombus
2494,Does not know the meaning of consecutive
2495,Compares sizes of angles on a grid by estimating rather than using the gradient of the lines
2496,"Believes composite function notation fg(x) means to multiply the first terms of f and g together, and the second terms of f and g together"
2497,Believes f(x - a) translates the function down a units
2498,Thinks I can be subtracted from L in Roman numerals
2499,Thinks the interior angles of any polygon add up to 180 degrees
2500,Believes the gradient of a line is given by an intercept
2501,Subtracts rather than multiplies when calculating total frequency
2502,Believes a reciprocal equation will have a quadratic graph
2503,Believes that a greater percentage represents a greater quantity
2504,"Does not realise that two letters together, or a number and letter together, are multiplying"
2505,Confuses cl and ml
2506,"Believes cumulative frequency is the sum of each class with the previous class, rather than all previous classes"
2507,Mistakes unit of speed for unit of time
2508,Thinks x = ? is the y axis
2509,Mixes up the sets in a Venn diagram
2510,Only reads the percentage symbol as applying to the units digit
2511,Does not know the properties of a linear graph
2512,"Believes when dividing numbers with the same base you divide the powers, rather than subtracting"
2513,"When finding the nth term rule for a quadratic sequence, believes that the coefficient of n squared is determined by first differences"
2514,Does not cube the conversion factor when converting cubed units
2515,Rounds too early in calculation 
2516,Thinks 3-letter angle notation has to use the nearest vertex on each side of the angle
2517,Does not rearrange the Pythagoras' Theorem formula accurately
2518,May have made a calculation error using the order of operations
2519,Confuses a term with a variable
2520,Believes the fraction line represents addition
2521,Does not know how to measure reflex angles
2522,Believes the total of the circle in a Venn should be included when intersections should be omitted
2523,Has added on the power of 1/4 rather than raise to the power of 1/4
2524,Has added the powers rather than multiplying them
2525,"When dividing decimals, divides rather than multiplies when reinserting the decimal."
2526,Believes a downward line has a positive gradient
2527,"Writes a repeated root once, rather than in a squared bracket"
2528,Thinks that the perimeter on a square grid is the number of squares surrounding the rectangle
2529,Does not think a ton is a unit of mass
2530,Subtracts instead of adds when using inverse operations to solve an equation
2531,Does not understand that the volume of an enlarged shape is the volume of the original multiplied by the cube of the scale factor of the lengths.
2532,Believes order of operations does not affect the answer to a calculation
2533,Does not realise that two letters together are multiplying
2534,When converting between non standard form and standard form assumes changes to the base will not affect the power
2535,Does not add on 180 degrees when using a protractor to measure a reflex angle
2536,Misunderstands the capture-recapture method
2537,Does not know the definition of a rational number
2538,Confuses the value of the variable with cumulative frequency
2539,Believes the inverse of square rooting is halving
2540,Confuses maximum and minimum
2541,"When finding the square root of a decimal, believes the answer should have the same number of decimal places"
2542,Believes that dividing by a decimal is the same as dividing by its reciprocal
2543,"Believes the frequency represented by a pie chart sector can be judged visually, without considering the total it represents"
2544,Confuses reciprocal and exponential graphs
2545,Does not know that prime numbers have exactly two factors
2546,Confuses the hundreds and tens place value columns
2547,Multiplies instead of divides when division is written as a fraction
2548,Does not increase the denominator when an item is added in a probability question
2549,Believes only the first term needs to be divided when factorising an expression
2550,Thinks there are 10m in a km
2551,Believes range does not need units
2552,"When adding decimals, thinks the answer has to have the same number of decimals as the total in the question"
2553,Gives the second significant figure when asked for the first
2554,Thinks the diagonal of a square is the same length as the side of the square
2555,Does not understand how to find a scale factor
2556,Thinks the subtraction sign means multiply
2557,Mixes up cubing and squaring
2558,"When writing fraction from diagram, writes total as denominator"
2559,When dividing numbers with different bases subtracts the powers but divides the base numbers.
2560,Confuses the formulas for the perimeter of a sector and the area of a sector 
2561,"Believes a sample space should show repeated outcomes, not just unique possible outcomes."
2562,Confuses the lower and upper bound
2563,Believes to complete a part whole model you select a value already given in the model
2564,Gives the intersect value of a Venn diagram when asked to find the value of a set only
2565,Confuses the hundreds and thousands place value columns
2566,"When subtracting a negative number, subtracts the absolute value rather than adding it"
2567,Believes they only need to multiply the first pair of terms when expanding a double bracket.
2568,Believes all the multiples of a number will also be multiples of its multiples
2569,Confuses pentagon and hexagon
2570,Confuses interior angles with exterior angles
2571,"When dividing numbers with different bases, divides the powers and divides the base numbers."
2572,Rotates by the wrong center of rotation (not including the origin)
2573,Believes the solution to mx + c = a is the y intercept of y = mx +c
2574,Believes that when multiplying by a power of 10 you add zeroes after the decimal point
2575,Thinks adding same amount to each side of a ratio gives an equivalent ratio
2576,Mixes up square numbers and cube numbers
2577,Does not think a square root can be negative
2578,"Mixes up sides of a ratio, when working with vectors for line segments."
2579,Forgets to add the numerator when converting from a mixed number to an improper fraction 
2580,Believes degrees can be used to measure length
2581,"When factorising a quadratic with a coefficient of x squared, believes the signs and/or positions of the constants are interchangeable"
2582,"When multiplying numbers with the same base, multiplies the powers "
2583,Does not know what a cube number is
2584,Believes that any percentage of a larger number will be greater than any percentage of a smaller number
2585,Believes a cubic expression should have three terms
2586,Misunderstands order of operations in algebraic expressions
3000,Added length and width.
3001,Added one more than required.
3002,Added the common difference to the first term and multiplied by position
3003,Added the position number to the first term multiple times
3004,Adding and subtracting percentages directly (25% - 20% = 5%)
3005,Adds 1 to each side length
3006,Adds 1 to the class width mistakenly
3007,Adds 1 to the original number when asked to find twice as much
3008,Adds 1 when asked to find twice as much
3010,Adds 11 instead of 12 to convert PM time
3011,Adds 12 twice when converting from 24-hour to 12-hour time
3012,Adds 2 repeatedly 4 times incorrectly
3013,Adds 2 to each side length instead of multiplying
3015,Adds 20 instead of 20%
3016,Adds 25 minutes instead of 15 for quarter hour
3017,Adds 25% to the final amount
3018,Adds 3 to the previous term without doubling
3019,Adds 30% to the final amount
3020,Adds 35° to apex angle
3022,Adds 5 before doubling
3024,Adds a fixed number larger than 4 to each term without checking the sequence rule.
3025,Adds a small amount when asked to find twice as much
3026,Adds a trailing zero without meaning
3027,Adds additional zeroes rather than removing them.
3028,Adds all coordinates to find length
3031,Adds all frequencies without considering 'or fewer'
3032,Adds all given angles without understanding angle relationships
3033,Adds all given numbers
3035,Adds all intersection values involving the set
3036,Adds all numbers connected to the set including other regions
3038,Adds all numbers given instead of using the formula
3039,Adds all numbers in and connected to the set
3040,Adds all numbers in table without considering frequency
3041,Adds all numbers in the problem without considering their role
3043,Adds all numbers without considering overlapping
3044,Adds all percentages in the diagram
3046,Adds all upper bounds
3048,Adds all values except the complement
3049,Adds all values without considering intersection
3050,Adds all visible numbers and divides by total
3051,Adds all visible sides without understanding which form the triangle
3052,Adds all visible values on box plot
3053,Adds an arbitrary number to the given term
3054,Adds an extra repeated factor.
3055,Adds an extra zero when converting
3056,Adds an extra zero when reading large numbers
3057,Adds an incorrect vertical transformation
3058,Adds an unrelated constant to all terms.
3059,Adds angles from different shapes
3061,Adds both coefficients and radians
3062,Adds both coordinates of the furthest point
3063,Adds both samples without accounting for overlap
3064,Adds both samples without considering the overlap
3065,Adds both sets together without considering intersection
3066,Adds both sets without considering intersection
3067,Adds both sets without considering overlap
3068,Adds class boundaries instead of reading frequency
3069,Adds class boundaries then multiplies
3070,Adds coefficient and constant together
3071,Adds coefficients incorrectly in context
3074,Adds coefficients without considering standard form rules
3075,Adds common difference too many times
3076,Adds consecutive integers instead of cumulative sum
3077,Adds coordinates instead of finding their average
3078,Adds coordinates instead of plotting on a line
3079,Adds coordinates instead of using slope
3080,Adds difference between new value and mean to original mean
3082,Adds difference to 90°
3083,Adds different interval
3084,Adds dimensions from different views
3085,Adds dimensions instead of understanding spatial structure
3086,Adds exchange rate instead of dividing
3087,Adds exponents incorrectly and coefficients
3088,Adds extra zeros when converting words to digits
3089,Adds faces to vertices.
3090,Adds frequencies without considering number of shoes per customer
3091,Adds frequencies without starting from zero
3092,Adds given angles without understanding angle relationships
3094,Adds half the difference instead of the full amount
3095,Adds half the rounding interval instead of subtracting
3097,Adds horizontal and vertical components instead of using Pythagorean theorem
3098,Adds horizontal and vertical distances instead of using Pythagoras Theorem
3099,Adds hours but ignores minutes completely
3103,Adds instead of shifts decimals for negative powers
3104,Adds length and width without doubling
3105,Adds lengths without considering geometric relationships
3106,Adds mass and volume
3107,Adds minutes when should subtract
3108,Adds minutes without carrying over to hours
3110,Adds numbers together first before multiplying them by the last number
3111,Adds numerators but keeps the original whole number without considering the sum creates a whole number.
3113,Adds one too many intervals when counting terms
3114,Adds only basketball and soccer frequencies for total
3115,Adds only corresponding first elements and repeats the sum
3116,Adds only length and width without doubling
3117,"Adds only soccer, track and tennis frequencies for total"
3119,Adds only the time for math
3120,Adds only two sides of the square
3122,Adds parallel sides and multiplies by height without dividing by 2
3123,Adds parallel sides instead of finding their mean
3124,Adds parts and divides equally among them
3125,Adds percentage discounts instead of applying them sequentially
3126,Adds percentage value to the number.
3127,Adds samples and subtracts overlap
3128,Adds scores of each round instead of using cumulative total
3129,Adds side lengths and expects hypotenuse to be double the smallest leg
3130,Adds speed and time instead of multiplying
3131,Adds start and end numbers without understanding measurement
3132,Adds terms separately as factors
3133,Adds the area value to the intermediate calculation step
3135,Adds the decimal part to the next whole number
3136,Adds the difference between ratio terms
3144,Adds the given number to the second ratio part
3145,Adds the key value to the number of symbols instead of multiplying
3146,Adds the lengths of one pair of opposite sides only.
3147,Adds the lengths of two sides thinking diagonal connects opposite corners
3148,Adds the new quantity to both parts incorrectly.
3150,Adds the number of hats and gloves to find the total arrangements
3151,Adds the number of parts to the given value instead of using proportional reasoning
3152,Adds the number of rings and necklaces to find the total arrangements
3153,Adds the number of sandwiches and drinks to find the total arrangements
3154,Adds the number of shirts and pants to find the total arrangements
3155,Adds the number of teas and desserts to find the total arrangements
3156,Adds the numbers but keeps the larger power without converting to same power
3157,Adds the numbers without considering units
3158,Adds the numbers without converting units
3159,Adds the numerator to the integer instead of multiplying.
3160,"Adds the original number twice rather than multiplying (e.g., 5 + 5 + 5 = 12)."
3161,Adds the percent to the base without conversion
3162,Adds the percentage to the required sample instead of multiplying
3163,Adds the powers of prime factors instead of taking the maximum
3164,Adds the range to the maximum value
3165,Adds the ratio terms instead of scaling
3166,Adds the removed section instead of subtracting and uses total dimensions
3167,Adds the start and end points instead of measuring the difference
3168,Adds the two catch numbers instead of using the proportion
3169,Adds the two given angles and thinks the third angle must be larger
3170,Adds the two numbers together as LCM
3171,Adds the two numbers together without considering the operation sign
3172,Adds the two samples and subtracts the overlap
3173,Adds the two samples together without accounting for overlap
3174,Adds the two speeds together
3176,Adds the x-coordinates without dividing by 2
3177,Adds time instead of subtracting from departure time
3178,Adds totals instead of using set operations
3179,Adds two too many intervals when counting terms
3180,Adds under the radical instead of adding coefficients
3182,Adds vector components to each other instead of to the corresponding coordinates
3183,Adds whole number and numerator without multiplying by denominator first
3184,Adds whole number to numerator only (2+3=5)
3186,Adds without aligning decimal points
3188,Adds wrong values to solve for x.
3189,Adds zeros after a decimal instead of reducing the value.
3190,Adjusts coordinates in the reverse direction
3191,Aligns nth term wrongly with incorrect arithmetic construct
3192,"Aligns numbers incorrectly, stacking them as whole numbers only."
3194,Always reads the maximum value
3197,Applied incorrect decimal placement after converting to minutes
3198,Applies Pythagorean Theorem without considering the divided segments
3199,Applies arithmetic sequence pattern instead of quadratic
3200,Applies arithmetic sequence rule when the pattern follows a different rule
3201,Applies conversion factor to final answer instead of before finding quarter
3202,Applies correct method for x-coordinate but adds instead of subtracts for y-coordinate
3203,Applies different operations to vector components
3205,Applies incorrect conversion factor
3206,Applies incorrect direction of rotation
3207,Applies incorrect proportional reasoning
3208,Applies incorrect rotation rule
3209,Applies incorrect rounding rules
3210,Applies linear scale factor only once instead of squaring
3211,Applies multiplication only to one side incorrectly
3212,Applies negative sign after evaluating the entire expression
3215,Applies percentage only once to each fraction of $100
3216,Applies percentage to already reduced value
3219,Applies scale factor three times instead of twice for area
3220,Applies scale factor to only one dimension
3221,Applies solution results rather than factor results
3223,Applies the decimal operation twice instead of once
3224,Applies the decrease again instead of reversing it
3225,Applies the decrease multiplier instead of its reciprocal
3226,Applies the misconception of writing 0 before negative numbers inconsistently across terms
3227,Applies the negative to the final answer
3228,Applies the operation one too many times
3229,Applies the reflection in wrong direction
3230,Applies translations in reverse order
3231,Applies unnecessary additional rounding
3232,Applies wrong circle property.
3233,Applying incorrect addition steps.
3234,Applying logarithm incorrectly by multiplying instead of dividing
3235,Arranged almost correctly but swapped middle and smallest numbers.
3236,"Associates primes with common prime number end digits, ignoring factor rule"
3237,Associates the direct section number with a multiplication factor without totalizing
3239,Assumes HCF is always 1 for coprime belief context
3241,Assumes \( x \) equals the numerator
3242,Assumes \( y \) equals the numerator
3243,Assumes \( z \) equals the numerator
3244,Assumes a larger error interval than necessary
3245,Assumes a proportional relationship between corresponding angles
3246,Assumes all angles in shapes are 45°
3247,Assumes all fractions smaller due to incorrect application
3248,Assumes all fractions with similar notation are similar in value
3249,Assumes all intervals represent unit steps
3250,Assumes all lines must have a numerical slope
3252,Assumes all negative and whole numbers are integers regardless of decimals
3253,Assumes all powers of 2 up to the number are factors
3254,Assumes all regular solids have identical side views
3255,Assumes all rotations create unique positions
3256,Assumes all sides must be equal in a pentagon
3257,Assumes all triangles with some equal sides must be equilateral
3258,Assumes all values are unique and equidistant without reasoning.
3259,Assumes all visually equal pieces represent the same fraction
3261,Assumes any 1 as the intercept
3263,Assumes any labeled area outside A can exist without the universal set
3265,Assumes both factors must be equal for balance in equations.
3267,Assumes circle symmetry negates directionality.
3269,Assumes correct bounds but with overlapping ranges
3270,Assumes cumulative means the value of just the current round
3271,Assumes decimal scales work differently than whole number scales
3272,Assumes different forms of expressions with same numbers must be equal
3273,Assumes division always results in a whole number
3274,Assumes divisor fits exactly same as lower number
3275,Assumes elements outside of circles are not part of U
3276,Assumes equal heights mean equal frequencies
3277,Assumes equal probability and ignores replacement
3278,Assumes equal proportions regardless of population proportions
3279,Assumes equal sample sizes mean equal medians
3281,Assumes error based on entire dollar amount
3282,Assumes fractions add to full amount equally
3284,Assumes grouped data prevents any value below the lowest stated.
3285,Assumes halfway point between marks without precise measurement
3286,Assumes height remains the same as base changes.
3290,Assumes larger numbers mean larger measurements
3291,Assumes leisure time is constant regardless of homework time
3292,Assumes linear growth instead of exponential
3293,Assumes maximum of quadratic function must occur at origin
3294,Assumes mode is the least common activity
3295,Assumes more zeros mean one less in the power
3296,Assumes moving 1 unit adds to both coordinates equally
3298,Assumes negative indices work differently with numerical values
3299,Assumes next decimal digits are entirely irrelevant in bounds
3300,Assumes no change in either variable despite correlation
3301,Assumes no change in productivity despite visible correlation
3302,Assumes no change in time as speed changes.
3304,Assumes only the stated numbers are valid points
3305,Assumes origin is the only point with a zero coordinate
3307,Assumes paths with same numbers in different orders must be equal
3310,Assumes quadratic solutions must be non-negative
3312,Assumes repeated factors are required.
3313,Assumes right angles must be drawn perfectly vertical and horizontal
3314,Assumes scale must be in units of 10
3315,Assumes score is double what's shown
3316,Assumes second difference represents a direct multiple of n squared.
3317,"Assumes sequence terms expand infinitely, misplacing known position"
3318,Assumes similarity means equal dimensions.
3321,Assumes smaller numbers automatically better fit square root results.
3322,Assumes square root operation changes the numerical value to a smaller number.
3323,Assumes starting point of the interval is used for plotting
3325,Assumes supplement means same angle value
3326,Assumes symmetry without evidence
3329,Assumes that motion is the only determiner of force direction.
3330,Assumes that multiplication by decimals will not change the magnitude of the original numbers.
3331,"Assumes the limit beyond scope of inequality is included due to misinterpretation of ""not included"""
3332,Assumes the median is half of the largest number
3334,Assumes the number marked second is the total population.
3336,Assumes the numbers of buses should directly correspond to the number of students.
3337,Assumes the point is not affected by negative scaling
3338,Assumes the quantity remains unchanged
3343,Assumes the whole pizza remains
3344,Assumes tripling means adding the collection size again once
3345,Assumes two equal divisions always halve the number
3346,Assumes two views fully determine a 3D shape
3347,Assumes upper boundary is exclusive due to counting error
3348,Assumes weight ranges must be inclusive of all extreme values.
3349,Assumes width and length are the same
3350,Assumes width and length scale independently.
3352,Assumes zeros should be added in all decimal places missing digits.
3353,Attempts all operations ignoring the primary operation to perform
3355,Attempts to add the numbers inside the brackets to the variable
3357,Attempts to find the square of the sum
3358,Attempts to interpolate linearly without understanding the concept of frequency distribution
3359,Attempts to simplify under the square root instead of rationalising
3360,Attributes average instead of raw data
3362,Attributes outcome to start times alone
3363,Bases scale choice on visual prominence
3364,Believes \( y \) cannot be simplified
3365,Believes a circle is a regular polygon
3366,Believes a full circle is not related to reflex angles
3368,Believes all angle measures should be the same in this setup
3369,Believes all decreasing relationships are reciprocal
3370,Believes all elevations must show the same area
3371,Believes all points on axes must be at origin
3372,Believes angles need to be measured for perimeter
3374,Believes any non-hypotenuse side is opposite
3375,Believes any number in the set can be the LCM with no regard to their multiples
3376,Believes any number not less than the given numbers can be the LCM
3377,Believes any number to the power of 1 equals 1
3379,Believes b should be 12 divided by a.
3380,Believes bigger metric units are equivalent regardless of length
3381,Believes bisector always creates 45° angles
3382,Believes both intercepts are necessary
3383,Believes both methods are valid
3385,Believes both statements can be simultaneously true
3386,Believes both the axis maximum and curve maximum represent the total
3387,Believes cancelling terms always gives 1
3388,Believes categorical data cannot have probabilities
3389,Believes closer numbers always give better estimates regardless of calculation efficiency
3390,Believes coefficients always double when adding in standard form
3391,Believes coefficients must be 1 before rearranging to standard form
3393,Believes commutative property only works when variables are equal
3394,Believes comparing copies proves nothing about extension
3395,Believes compound inequalities must always be written with 'and'
3396,Believes container shape affects bottom pressure
3397,Believes continuous changes must occur in discrete steps
3398,Believes correlation is about consistency in scatter
3399,Believes data can be both categories at the same time
3400,Believes decimal answers are valid when counting whole items
3401,Believes decimal operations just involve placing decimals after whole numbers
3402,Believes different methods can give different valid means
3403,Believes different units cannot be compared
3404,Believes direct angle measurement is necessary even when side lengths are known
3405,Believes distance remains unchanged
3406,Believes dividing the angle by total frequency gives the number of students
3407,Believes doubling just one part maintains equivalence
3408,Believes each line in cross-section represents two items
3409,Believes equality is necessary from one point.
3410,Believes equation cannot be solved without more information
3411,Believes explicitly writing the power of 1 changes the value
3412,Believes factorization is incorrect and adds incorrect constant terms
3413,Believes factors determine odd/even properties
3415,Believes function composition is commutative
3416,Believes gradient calculation doesn't require showing working out
3417,Believes grouping doesn't affect calculations
3418,Believes hypotenuse is adjacent to the marked angle
3419,Believes hypotenuse is always adjacent
3420,Believes hypotenuse is opposite any given angle
3421,Believes hypotenuse is opposite the given angle
3422,Believes in doubling identical factors.
3423,Believes inverse relationships can reach zero or negative values
3424,Believes larger base numbers must result in larger values
3425,Believes larger powers always give larger results
3426,Believes larger powers of zero give larger results
3427,Believes length alone determines diagonal safety placement
3428,Believes length is a type of mass
3429,Believes linear equations must always have a slope
3430,Believes lines contribute to face formation only.
3431,Believes measurement tools are needed for geometric construction
3432,Believes more 3s in numerator and 9s in denominator gives a more accurate answer
3433,Believes more digits over more 9s gives better accuracy
3434,Believes moving decimal points in division always results in smaller numbers
3435,Believes multiplying and dividing by powers of 10 cancel out regardless of order
3436,Believes multiplying by 100 means moving the decimal point 1 place to the right
3437,Believes multiplying by \(1\) changes nothing
3438,Believes neither method works
3439,Believes numbers in the overlap should be counted twice when multiplying
3440,Believes only fractions can be rational
3441,Believes only squares can have multiple quadrilateral properties
3443,Believes only value from Day 3 counts for total
3444,Believes operations should make numbers bigger
3445,Believes order of transformations doesn't matter
3446,Believes plotting can be done off the graph
3447,Believes points are more important than gradient
3448,Believes powers of zero follow same patterns as other numbers
3449,Believes protractor and ruler alone can create precise perpendicular lines
3451,Believes range is affected by the presence of unique values
3452,Believes rectangles can be obtuse quadrilaterals
3453,Believes recurring decimals cannot equal whole numbers
3454,Believes reflection increases all sides by a set amount.
3455,Believes reflection lengthens all figure sides.
3456,Believes rotation preserves distances between points on a line
3457,Believes scaling changes angle measures
3458,Believes sectors are always equal
3459,Believes simplifying means making the numbers smaller without maintaining equivalence
3460,Believes smaller powers always give larger results
3461,Believes smaller powers of zero give larger results
3462,Believes smooth curves can mimic linear gradients.
3463,Believes solution is expressed as distance
3464,Believes solutions only occur when factors equal each other
3466,Believes some sides need the same starting point.
3467,Believes specific information is missing to solve
3468,Believes speed has no effect on journey time
3469,Believes square root and square are the same operation
3470,Believes starting points affect the journey time alone
3471,Believes swapping complements with original sets
3474,Believes that both direct calculation and compensation strategy must give different answers
3475,Believes that both methods would give the same result
3476,Believes that combining operations always changes the result
3477,Believes that constants and variables are interchangeable
3479,Believes that eliminating variables always requires division
3480,Believes that keeping the same vertical change but different horizontal change maintains length
3481,Believes that volume relates to 2D plane calculations
3482,Believes the answer is simply the difference between the powers
3483,Believes the answer is the sum of the numbers without considering the operation sign
3484,Believes the area outside M can include elements not possible in the set logic
3485,Believes the decimal moves to the left only by adding zeroes after it.
3486,Believes the fraction is part out of the slices not eaten
3487,Believes the fraction remains unchanged after squaring
3488,Believes the middle term in the expansion should be negative
3489,Believes the midpoint has no frequency.
3490,Believes the number of sales is unaffected by temperature
3491,Believes the number outside the circles represents students participating in both activities.
3492,Believes the operation is addition if larger value follows smaller
3494,Believes the result must have a smaller power than the largest power in the question
3496,Believes the sequence changes sign each time without repeating
3498,Believes the sign of the product depends on the original number
3501,Believes the smallest power in the expression becomes the answer
3502,Believes the solution is found by using x = 0 because it's the easiest point to read on the graph
3503,Believes the solutions should be positive numbers
3504,Believes the sum should exclude failing grades
3505,Believes the total amount is the same as the savings.
3507,Believes there is no relationship when there is a visible trend
3508,Believes trailing zeros after decimal point change the value
3509,Believes transformations are always commutative
3510,Believes verification points are necessary
3511,Believes visual inspection is necessary to determine if a triangle is right-angled
3512,"Believes when counting frequencies, stops at first repeated value found"
3513,"Believes when dividing indices, the denominator's power becomes the answer"
3514,Believes x-intercept is more important than y-intercept
3515,Believes x₁ equals x₀ in the first iteration
3519,Calculate negating both numbers incorrectly
3520,Calculated 25% decrease correctly but applied 20% increase to original amount
3521,Calculates an unrelated fraction
3523,Calculates average of largest and smallest number
3524,Calculates both operations without considering their priorities
3525,Calculates by dividing evenly the total over all sections ignoring their specific parts
3526,Calculates complement instead of required fraction
3527,Calculates difference from original mean
3529,Calculates exact value instead of estimating
3531,Calculates mass instead of density
3532,Calculates mean of prices without considering frequencies
3533,Calculates only the depreciation amount
3534,Calculates only the travel time
3538,Calculates the actual value instead of finding the power
3539,Calculates the difference between consecutive terms instead of max minus min
3540,"Calculates the increase as just 150% of the original population, not as 250%"
3542,Calculates the range incorrectly as the difference between non-extreme values
3545,Calculates total base area without subtracting tank base
3546,Calculates total revenue instead of profit
3547,Calculates vertical distance instead of horizontal distance
3548,Calculation error in final sum
3549,Cancels common factors without considering domain restrictions
3550,Cancels x² with x to get x instead of x¹
3551,Cannot convert between standard form and ordinary numbers
3552,Cannot convert between units to compare
3554,Cannot distinguish between curved and flat surfaces
3556,Cannot evaluate the expressions to compare them
3557,Changes sign incorrectly when moving terms
3559,Chooses a line outside of the alternate segment
3560,Chooses a number unrelated to the product of the two numbers
3562,Chooses a point that lies on the line but is not the solution
3563,Chooses a tangent line
3564,Chooses an incorrect power by one order of magnitude
3566,Chooses factors by matching arbitrary signs
3567,"Chooses numbers that add to give 7 but don't multiply to give 12, showing incomplete understanding of factorisation requirements"
3568,Chooses the greater of the two numbers as the LCM
3569,Chooses the largest number without considering variables
3572,Chooses values with incorrect sign from factorization result
3573,Combines both misconceptions
3575,Combines common factors into a single term unnecessarily
3576,Combines incorrect zero usage with alternative four notation
3579,Combines misconceptions about multiple lines and rotational invariance
3580,Combines multiple misconceptions
3583,Combines numbers without converting units
3584,Combines range with the midrange calculation
3585,Combines stem and leaf in wrong order
3587,Compares class sizes instead of pass rates
3588,Compares decimal numbers by treating them as whole numbers
3589,Compares numbers without considering units
3590,Compares total numbers instead of proportions
